victim_id,victim_name,gender,age,occupation,marital_status,income_group
V00568,Person_568,Female,57,Student,Single,High
V00569,Person_569,Female,70,Doctor,Married,Middle
V00570,Person_570,Male,60,Business,Married,Middle
V00571,Person_571,Male,57,Lawyer,Single,Low
V00572,Person_572,Female,73,Student,Single,Middle
V00573,Person_573,Female,62,Teacher,Single,Middle
V00574,Person_574,Male,44,Doctor,Married,Low
V00575,Person_575,Male,71,Business,Married,Middle
V00576,Person_576,Female,58,Engineer,Single,Middle
V00577,Person_577,Female,32,Employee,Single,Low
V00578,Person_578,Female,47,Doctor,Married,Middle
V00579,Person_579,Male,56,Employee,Single,Middle
V00580,Person_580,Male,42,Business,Married,Middle
V00581,Person_581,Male,51,Student,Married,High
V00582,Person_582,Male,27,Employee,Married,Middle
V00583,Person_583,Male,31,Teacher,Single,Low
V00584,Person_584,Female,72,Student,Married,Low
V00585,Person_585,Male,25,Teacher,Single,Low
V00586,Person_586,Female,46,Engineer,Married,Low
V00587,Person_587,Male,18,Business,Married,Low
V00588,Person_588,Male,34,Teacher,Single,Low
V00589,Person_589,Female,70,Doctor,Married,High
V00590,Person_590,Female,19,Student,Single,Middle
V00591,Person_591,Male,48,Student,Single,Middle
V00592,Person_592,Female,64,Teacher,Single,High
V00593,Person_593,Male,43,Teacher,Married,Low
V00594,Person_594,Male,61,Employee,Single,Middle
V00595,Person_595,Male,41,Employee,Single,High
V00596,Person_596,Female,26,Business,Married,Middle
V00597,Person_597,Female,65,Engineer,Married,Middle
V00598,Person_598,Female,24,Employee,Married,Low
V00599,Person_599,Male,27,Student,Single,Low
V00600,Person_600,Male,23,Employee,Married,Low
V00601,Person_601,Male,43,Doctor,Single,Middle
V00602,Person_602,Female,48,Teacher,Single,Middle
V00603,Person_603,Female,41,Doctor,Single,Low
V00604,Person_604,Female,40,Employee,Single,Low
V00605,Person_605,Female,30,Student,Single,Low
V00606,Person_606,Female,62,Employee,Single,Low
V00607,Person_607,Male,50,Employee,Single,Middle
V00608,Person_608,Female,53,Engineer,Single,Low
V00609,Person_609,Male,74,Employee,Single,Middle
V00610,Person_610,Male,51,Lawyer,Single,Low
V00611,Person_611,Female,74,Engineer,Married,Low
V00612,Person_612,Female,54,Lawyer,Single,Low
V00613,Person_613,Male,49,Business,Single,Middle
V00614,Person_614,Female,62,Teacher,Married,Middle
V00615,Person_615,Male,50,Engineer,Married,Low
V00616,Person_616,Male,43,Engineer,Single,High
V00617,Person_617,Male,45,Business,Married,High
V00618,Person_618,Male,64,Engineer,Married,Middle
V00619,Person_619,Male,52,Teacher,Married,Middle
V00620,Person_620,Male,50,Business,Single,Low
V00621,Person_621,Male,45,Student,Married,Low
V00622,Person_622,Male,22,Employee,Single,Middle
V00623,Person_623,Female,27,Student,Married,Middle
V00624,Person_624,Female,71,Student,Married,Middle
V00625,Person_625,Female,48,Lawyer,Single,Middle
V00626,Person_626,Female,33,Business,Single,High
V00627,Person_627,Female,67,Teacher,Married,Low
V00628,Person_628,Female,22,Student,Married,Low
V00629,Person_629,Male,66,Engineer,Married,Middle
V00630,Person_630,Female,50,Employee,Married,Middle
V00631,Person_631,Male,36,Employee,Married,Low
V00632,Person_632,Female,27,Engineer,Single,Middle
V00633,Person_633,Female,59,Engineer,Married,Middle
V00634,Person_634,Female,57,Lawyer,Married,Middle
V00635,Person_635,Male,58,Lawyer,Married,Low
V00636,Person_636,Male,64,Student,Single,Middle
V00637,Person_637,Male,21,Employee,Single,Low
V00638,Person_638,Female,67,Teacher,Married,Middle
V00639,Person_639,Female,46,Student,Single,Low
V00640,Person_640,Male,35,Student,Single,High
V00641,Person_641,Male,57,Lawyer,Single,Middle
V00642,Person_642,Male,33,Doctor,Single,Low
V00643,Person_643,Male,59,Lawyer,Married,Low
V00644,Person_644,Male,26,Doctor,Single,High
V00645,Person_645,Male,74,Employee,Married,Middle
V00646,Person_646,Female,72,Doctor,Single,Low
V00647,Person_647,Female,45,Lawyer,Married,Low
V00648,Person_648,Female,49,Employee,Single,High
V00649,Person_649,Male,43,Business,Single,Middle
V00650,Person_650,Female,67,Teacher,Married,Middle
V00651,Person_651,Male,57,Employee,Married,Middle
V00652,Person_652,Female,30,Lawyer,Single,Low
V00653,Person_653,Female,35,Doctor,Single,Middle
V00654,Person_654,Female,23,Student,Married,Middle
V00655,Person_655,Female,71,Lawyer,Single,Middle
V00656,Person_656,Female,31,Student,Single,Middle
V00657,Person_657,Male,69,Student,Married,Middle
V00658,Person_658,Female,27,Engineer,Married,Low
V00659,Person_659,Female,70,Student,Married,Low
V00660,Person_660,Male,47,Teacher,Single,Low
V00661,Person_661,Male,19,Teacher,Married,Low
V00662,Person_662,Female,24,Lawyer,Married,Middle
V00663,Person_663,Female,20,Lawyer,Single,Low
V00664,Person_664,Female,44,Employee,Married,Middle
V00665,Person_665,Female,55,Engineer,Married,High
V00666,Person_666,Male,19,Business,Single,Middle
V00667,Person_667,Female,71,Employee,Single,Middle
V00668,Person_668,Female,55,Doctor,Single,Low
V00669,Person_669,Female,24,Teacher,Single,Middle
V00670,Person_670,Female,37,Business,Married,Middle
V00671,Person_671,Male,21,Student,Married,Middle
V00672,Person_672,Male,54,Student,Single,Middle
V00673,Person_673,Male,57,Lawyer,Married,High
V00674,Person_674,Male,33,Doctor,Married,Low
V00675,Person_675,Male,70,Doctor,Single,Low
V00676,Person_676,Female,67,Lawyer,Married,Middle
V00677,Person_677,Female,45,Employee,Married,Middle
V00678,Person_678,Male,42,Doctor,Married,Low
V00679,Person_679,Male,19,Lawyer,Single,Low
V00680,Person_680,Female,26,Doctor,Single,High
V00681,Person_681,Female,62,Lawyer,Single,Low
V00682,Person_682,Female,68,Student,Single,Middle
V00683,Person_683,Female,71,Employee,Single,Middle
V00684,Person_684,Female,36,Business,Single,Low
V00685,Person_685,Male,46,Lawyer,Single,Low
V00686,Person_686,Female,40,Business,Married,Middle
V00687,Person_687,Male,20,Teacher,Single,Low
V00688,Person_688,Male,58,Doctor,Married,High
V00689,Person_689,Male,34,Business,Single,Middle
V00690,Person_690,Male,54,Teacher,Single,Middle
V00691,Person_691,Male,26,Engineer,Married,High
V00692,Person_692,Male,35,Engineer,Married,Low
V00693,Person_693,Female,74,Engineer,Single,Low
V00694,Person_694,Male,55,Engineer,Single,Low
V00695,Person_695,Male,63,Lawyer,Married,Low
V00696,Person_696,Male,34,Student,Single,Middle
V00697,Person_697,Male,70,Teacher,Married,Low
V00698,Person_698,Female,19,Student,Married,Middle
V00699,Person_699,Female,32,Lawyer,Single,Middle
V00700,Person_700,Female,66,Student,Married,Middle
V00701,Person_701,Male,44,Employee,Single,Low
V00702,Person_702,Male,31,Doctor,Married,High
V00703,Person_703,Male,39,Student,Single,Low
V00704,Person_704,Male,41,Business,Married,Low
V00705,Person_705,Female,56,Business,Married,Middle
V00706,Person_706,Female,31,Teacher,Single,Low
V00707,Person_707,Female,69,Business,Single,Middle
V00708,Person_708,Female,72,Employee,Single,Middle
V00709,Person_709,Female,58,Doctor,Married,Middle
V00710,Person_710,Male,21,Teacher,Single,High
V00711,Person_711,Male,59,Student,Married,Middle
V00712,Person_712,Female,71,Business,Married,Middle
V00713,Person_713,Male,54,Employee,Married,Middle
V00714,Person_714,Male,33,Doctor,Married,Low
V00715,Person_715,Male,44,Business,Single,Low
V00716,Person_716,Female,56,Student,Single,Low
V00717,Person_717,Female,59,Teacher,Married,Low
V00718,Person_718,Male,58,Employee,Married,Low
V00719,Person_719,Female,60,Student,Single,Middle
V00720,Person_720,Female,28,Lawyer,Married,Low
V00721,Person_721,Female,23,Doctor,Married,Low
V00722,Person_722,Female,53,Business,Single,Middle
V00723,Person_723,Male,70,Business,Single,High
V00724,Person_724,Female,55,Student,Single,Low
V00725,Person_725,Female,43,Teacher,Married,Middle
V00726,Person_726,Female,71,Student,Single,Low
V00727,Person_727,Female,67,Business,Married,Middle
V00728,Person_728,Female,22,Employee,Married,Middle
V00729,Person_729,Female,47,Business,Married,Middle
V00730,Person_730,Male,44,Engineer,Married,Middle
V00731,Person_731,Female,66,Lawyer,Single,Low
V00732,Person_732,Female,30,Engineer,Single,Low
V00733,Person_733,Male,20,Employee,Married,Middle
V00734,Person_734,Male,33,Business,Married,Middle
V00735,Person_735,Female,67,Doctor,Married,Middle
V00736,Person_736,Male,26,Business,Married,Middle
V00737,Person_737,Male,61,Teacher,Single,Low
V00738,Person_738,Female,68,Lawyer,Single,Low
V00739,Person_739,Male,60,Employee,Single,Middle
V00740,Person_740,Male,25,Doctor,Single,Low
V00741,Person_741,Male,34,Teacher,Single,Low
V00742,Person_742,Male,32,Doctor,Married,Low
V00743,Person_743,Female,65,Student,Married,Low
V00744,Person_744,Male,34,Engineer,Single,Middle
V00745,Person_745,Male,29,Employee,Single,High
V00746,Person_746,Female,73,Business,Single,Low
V00747,Person_747,Male,66,Lawyer,Married,Middle
V00748,Person_748,Male,57,Business,Single,Middle
V00749,Person_749,Female,72,Teacher,Single,Low
V00750,Person_750,Female,60,Business,Married,High
V00751,Person_751,Female,66,Lawyer,Single,High
V00752,Person_752,Male,28,Doctor,Single,Middle
V00753,Person_753,Male,36,Lawyer,Married,High
V00754,Person_754,Male,61,Doctor,Single,Middle
V00755,Person_755,Female,27,Student,Single,Low
V00756,Person_756,Male,61,Employee,Single,Low
V00757,Person_757,Female,19,Student,Married,Low
V00758,Person_758,Female,69,Engineer,Single,Middle
V00759,Person_759,Male,32,Doctor,Single,Middle
V00760,Person_760,Female,18,Doctor,Married,Middle
V00761,Person_761,Male,31,Teacher,Single,Low
V00762,Person_762,Male,72,Employee,Single,Low
V00763,Person_763,Female,53,Teacher,Married,Low
V00764,Person_764,Female,23,Business,Single,Middle
V00765,Person_765,Female,73,Employee,Single,Low
V00766,Person_766,Male,50,Teacher,Married,Low
V00767,Person_767,Male,45,Teacher,Married,Middle
V00768,Person_768,Female,35,Doctor,Single,Low
V00769,Person_769,Male,74,Teacher,Married,Low
V00770,Person_770,Male,63,Engineer,Married,Low
V00771,Person_771,Male,33,Lawyer,Single,Middle
V00772,Person_772,Male,54,Employee,Married,High
V00773,Person_773,Male,46,Student,Married,Low
V00774,Person_774,Male,47,Business,Single,Middle
V00775,Person_775,Female,38,Lawyer,Married,Low
V00776,Person_776,Female,47,Business,Single,High
V00777,Person_777,Female,35,Lawyer,Single,Middle
V00778,Person_778,Male,73,Lawyer,Single,Low
V00779,Person_779,Female,61,Employee,Single,Low
V00780,Person_780,Female,51,Student,Married,Low
V00781,Person_781,Male,67,Business,Single,Low
V00782,Person_782,Female,19,Lawyer,Married,Low
V00783,Person_783,Male,53,Business,Single,Middle
V00784,Person_784,Female,70,Doctor,Single,Low
V00785,Person_785,Male,23,Engineer,Single,Low
V00786,Person_786,Male,66,Student,Single,Low
V00787,Person_787,Male,74,Business,Married,High
V00788,Person_788,Male,34,Lawyer,Married,Low
V00789,Person_789,Female,65,Student,Married,High
V00790,Person_790,Female,24,Business,Married,High
V00791,Person_791,Female,28,Employee,Married,Low
V00792,Person_792,Male,20,Employee,Single,Middle
V00793,Person_793,Female,59,Doctor,Married,Low
V00794,Person_794,Female,68,Engineer,Single,Middle
V00795,Person_795,Male,73,Student,Single,Low
V00796,Person_796,Female,30,Teacher,Single,Low
V00797,Person_797,Male,37,Teacher,Single,Middle
V00798,Person_798,Male,45,Lawyer,Single,Middle
V00799,Person_799,Male,71,Lawyer,Married,Low
V00800,Person_800,Female,18,Teacher,Married,Middle
V00801,Person_801,Male,58,Employee,Married,Low
V00802,Person_802,Male,48,Student,Married,Middle
V00803,Person_803,Male,46,Business,Married,Low
V00804,Person_804,Male,71,Student,Married,Low
V00805,Person_805,Female,49,Teacher,Married,Middle
V00806,Person_806,Male,30,Employee,Married,Middle
V00807,Person_807,Female,20,Lawyer,Married,High
V00808,Person_808,Female,62,Engineer,Married,Low
V00809,Person_809,Female,51,Lawyer,Married,Low
V00810,Person_810,Male,38,Teacher,Married,Middle
V00811,Person_811,Female,62,Student,Married,Middle
V00812,Person_812,Male,31,Student,Single,Low
V00813,Person_813,Female,20,Business,Married,Low
V00814,Person_814,Male,63,Employee,Single,High
V00815,Person_815,Female,73,Engineer,Single,Middle
V00816,Person_816,Male,54,Employee,Single,Middle
V00817,Person_817,Male,33,Employee,Single,Middle
V00818,Person_818,Male,45,Teacher,Married,High
V00819,Person_819,Female,71,Doctor,Married,Low
V00820,Person_820,Female,30,Employee,Single,Middle
V00821,Person_821,Female,68,Employee,Married,Low
V00822,Person_822,Male,26,Employee,Married,Low
V00823,Person_823,Female,32,Lawyer,Married,Middle
V00824,Person_824,Female,55,Business,Single,Low
V00825,Person_825,Male,47,Lawyer,Single,Middle
V00826,Person_826,Female,38,Doctor,Married,Low
V00827,Person_827,Female,74,Doctor,Married,Middle
V00828,Person_828,Male,31,Lawyer,Married,Low
V00829,Person_829,Male,56,Engineer,Married,Middle
V00830,Person_830,Male,18,Engineer,Single,Low
V00831,Person_831,Female,64,Employee,Married,High
V00832,Person_832,Male,70,Business,Single,Low
V00833,Person_833,Female,69,Doctor,Married,High
V00834,Person_834,Male,45,Employee,Single,Middle
V00835,Person_835,Female,60,Lawyer,Married,Middle
V00836,Person_836,Female,47,Engineer,Single,Low
V00837,Person_837,Female,51,Teacher,Single,Middle
V00838,Person_838,Female,63,Doctor,Single,High
V00839,Person_839,Male,20,Student,Married,Low
V00840,Person_840,Male,23,Business,Married,Low
V00841,Person_841,Female,46,Doctor,Married,Middle
V00842,Person_842,Male,59,Business,Married,Low
V00843,Person_843,Female,69,Student,Single,Low
V00844,Person_844,Male,44,Lawyer,Single,Middle
V00845,Person_845,Male,70,Engineer,Single,High
V00846,Person_846,Female,39,Doctor,Married,Middle
V00847,Person_847,Female,74,Teacher,Single,Low
V00848,Person_848,Male,45,Employee,Married,Middle
V00849,Person_849,Female,23,Engineer,Single,Low
V00850,Person_850,Male,67,Employee,Married,Low
V00851,Person_851,Female,34,Student,Single,Middle
V00852,Person_852,Male,71,Employee,Single,Low
V00853,Person_853,Female,71,Lawyer,Married,Middle
V00854,Person_854,Female,28,Student,Single,Middle
V00855,Person_855,Male,65,Business,Single,Middle
V00856,Person_856,Female,27,Student,Married,Middle
V00857,Person_857,Female,32,Employee,Married,Middle
V00858,Person_858,Male,70,Business,Single,Middle
V00859,Person_859,Male,31,Student,Single,Low
V00860,Person_860,Male,57,Engineer,Married,Low
V00861,Person_861,Female,36,Business,Married,Low
V00862,Person_862,Female,36,Student,Married,Middle
V00863,Person_863,Male,27,Business,Married,Middle
V00864,Person_864,Female,64,Student,Married,Middle
V00865,Person_865,Male,40,Teacher,Married,Middle
V00866,Person_866,Male,47,Employee,Married,High
V00867,Person_867,Female,50,Employee,Single,Low
V00868,Person_868,Male,63,Lawyer,Single,Low
V00869,Person_869,Female,52,Student,Single,Middle
V00870,Person_870,Female,39,Lawyer,Single,High
V00871,Person_871,Female,48,Lawyer,Single,Low
V00872,Person_872,Male,18,Business,Married,Middle
V00873,Person_873,Male,57,Lawyer,Married,Middle
V00874,Person_874,Female,38,Business,Single,Middle
V00875,Person_875,Female,64,Business,Married,Low
V00876,Person_876,Male,24,Engineer,Single,Middle
V00877,Person_877,Female,40,Teacher,Married,Middle
V00878,Person_878,Female,51,Business,Married,Low
V00879,Person_879,Female,51,Student,Single,Middle
V00880,Person_880,Male,32,Lawyer,Single,Middle
V00881,Person_881,Male,36,Employee,Married,Middle
V00882,Person_882,Female,72,Doctor,Single,High
V00883,Person_883,Female,66,Teacher,Single,Middle
V00884,Person_884,Male,56,Engineer,Married,Low
V00885,Person_885,Female,35,Doctor,Married,Middle
V00886,Person_886,Male,35,Doctor,Single,Low
V00887,Person_887,Male,35,Doctor,Married,Low
V00888,Person_888,Female,31,Teacher,Single,Low
V00889,Person_889,Female,63,Employee,Single,High
V00890,Person_890,Male,53,Business,Married,Middle
V00891,Person_891,Female,19,Teacher,Single,Low
V00892,Person_892,Female,62,Employee,Married,High
V00893,Person_893,Female,59,Engineer,Single,Low
V00894,Person_894,Female,74,Employee,Married,Middle
V00895,Person_895,Male,40,Engineer,Single,Low
V00896,Person_896,Male,32,Student,Married,Low
V00897,Person_897,Male,35,Lawyer,Single,Middle
V00898,Person_898,Female,44,Lawyer,Married,Middle
V00899,Person_899,Male,66,Teacher,Married,Middle
V00900,Person_900,Male,29,Teacher,Single,High
V00901,Person_901,Female,45,Employee,Married,High
V00902,Person_902,Male,19,Student,Single,High
V00903,Person_903,Male,56,Business,Married,Low
V00904,Person_904,Male,50,Lawyer,Married,Low
V00905,Person_905,Female,29,Doctor,Married,Middle
V00906,Person_906,Male,32,Employee,Married,Low
V00907,Person_907,Female,63,Business,Married,Low
V00908,Person_908,Male,37,Lawyer,Single,Low
V00909,Person_909,Male,62,Lawyer,Married,Middle
V00910,Person_910,Female,30,Teacher,Married,Middle
V00911,Person_911,Female,44,Employee,Married,Middle
V00912,Person_912,Male,53,Engineer,Single,High
V00913,Person_913,Female,18,Employee,Married,High
V00914,Person_914,Male,67,Employee,Single,Middle
V00915,Person_915,Female,29,Lawyer,Single,Middle
V00916,Person_916,Male,66,Lawyer,Married,Middle
V00917,Person_917,Male,42,Teacher,Single,Middle
V00918,Person_918,Male,33,Employee,Single,Middle
V00919,Person_919,Female,26,Teacher,Married,Low
V00920,Person_920,Male,38,Doctor,Married,High
V00921,Person_921,Female,51,Lawyer,Married,Middle
V00922,Person_922,Male,63,Business,Married,Middle
V00923,Person_923,Male,72,Engineer,Single,Middle
V00924,Person_924,Male,54,Employee,Married,Middle
V00925,Person_925,Male,56,Employee,Single,High
V00926,Person_926,Male,45,Employee,Single,Low
V00927,Person_927,Male,32,Business,Married,Middle
V00928,Person_928,Male,69,Doctor,Married,Low
V00929,Person_929,Male,24,Teacher,Single,Middle
V00930,Person_930,Female,64,Student,Single,Middle
V00931,Person_931,Male,20,Student,Married,Low
V00932,Person_932,Male,46,Engineer,Single,Middle
V00933,Person_933,Female,64,Doctor,Married,Middle
V00934,Person_934,Female,19,Lawyer,Single,Middle
V00935,Person_935,Male,57,Business,Single,High
